owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
humiaozuzu,awesome-flask,humiaozuzu/awesome-flask,5917,Tokyo,jp,,,304,https://api.github.com/users/humiaozuzu,https://api.github.com/repos/humiaozuzu/awesome-flask/languages,https://api.github.com/repos/humiaozuzu/awesome-flask/contributors
matthew-andrews,isomorphic-fetch,matthew-andrews/isomorphic-fetch,5827,"Tokyo, Japan",jp,JavaScript,JavaScript,83,https://api.github.com/users/matthew-andrews,https://api.github.com/repos/matthew-andrews/isomorphic-fetch/languages,https://api.github.com/repos/matthew-andrews/isomorphic-fetch/contributors
ogaclejapan,SmartTabLayout,ogaclejapan/SmartTabLayout,5565,Japan,jp,Java,Java,205,https://api.github.com/users/ogaclejapan,https://api.github.com/repos/ogaclejapan/SmartTabLayout/languages,https://api.github.com/repos/ogaclejapan/SmartTabLayout/contributors
CyberAgent,android-gpuimage,CyberAgent/android-gpuimage,5161,"Tokyo, Japan",jp,"Java,C,Python",Java,354,https://api.github.com/users/CyberAgent,https://api.github.com/repos/CyberAgent/android-gpuimage/languages,https://api.github.com/repos/CyberAgent/android-gpuimage/contributors
Hironsan,BossSensor,Hironsan/BossSensor,5014,"Tokyo, Japan",jp,Python,Python,59,https://api.github.com/users/Hironsan,https://api.github.com/repos/Hironsan/BossSensor/languages,https://api.github.com/repos/Hironsan/BossSensor/contributors
SoftEtherVPN,SoftEtherVPN,SoftEtherVPN/SoftEtherVPN,4833,"Computer Science, University of Tsukuba, Japan.",jp,"C,C#,C++,HTML,Perl,CMake,Makefile,Shell,Batchfile,Python,CSS",C,676,https://api.github.com/users/SoftEtherVPN,https://api.github.com/repos/SoftEtherVPN/SoftEtherVPN/languages,https://api.github.com/repos/SoftEtherVPN/SoftEtherVPN/contributors
simeji,jid,simeji/jid,4713,"Tokyo, Japan",jp,Go,Go,96,https://api.github.com/users/simeji,https://api.github.com/repos/simeji/jid/languages,https://api.github.com/repos/simeji/jid/contributors
wasabeef,awesome-android-libraries,wasabeef/awesome-android-libraries,4517,"Tokyo, Japan",jp,,,85,https://api.github.com/users/wasabeef,https://api.github.com/repos/wasabeef/awesome-android-libraries/languages,https://api.github.com/repos/wasabeef/awesome-android-libraries/contributors
mattn,emmet-vim,mattn/emmet-vim,4319,"Osaka, Japan",jp,"Vim script,Makefile",Vim script,1105,https://api.github.com/users/mattn,https://api.github.com/repos/mattn/emmet-vim/languages,https://api.github.com/repos/mattn/emmet-vim/contributors
matz,streem,matz/streem,4235,"Matsue, Japan",jp,"C,Yacc,Lex,C++,Makefile,Ruby,Shell",C,1048,https://api.github.com/users/matz,https://api.github.com/repos/matz/streem/languages,https://api.github.com/repos/matz/streem/contributors
JuanitoFatas,fast-ruby,JuanitoFatas/fast-ruby,4163,"Tokyo, Japan",jp,Ruby,Ruby,301,https://api.github.com/users/JuanitoFatas,https://api.github.com/repos/JuanitoFatas/fast-ruby/languages,https://api.github.com/repos/JuanitoFatas/fast-ruby/contributors
h6ah4i,android-advancedrecyclerview,h6ah4i/android-advancedrecyclerview,4121,"Tokyo, Japan",jp,"Java,JavaScript,C#,CSS,Smalltalk,Shell",Java,704,https://api.github.com/users/h6ah4i,https://api.github.com/repos/h6ah4i/android-advancedrecyclerview/languages,https://api.github.com/repos/h6ah4i/android-advancedrecyclerview/contributors
kishikawakatsumi,KeychainAccess,kishikawakatsumi/KeychainAccess,4057,Tokyo,jp,"Swift,Ruby,Objective-C,Shell",Swift,562,https://api.github.com/users/kishikawakatsumi,https://api.github.com/repos/kishikawakatsumi/KeychainAccess/languages,https://api.github.com/repos/kishikawakatsumi/KeychainAccess/contributors
wasabeef,richeditor-android,wasabeef/richeditor-android,4036,"Tokyo, Japan",jp,"Java,JavaScript,CSS,HTML",Java,222,https://api.github.com/users/wasabeef,https://api.github.com/repos/wasabeef/richeditor-android/languages,https://api.github.com/repos/wasabeef/richeditor-android/contributors
andrewplummer,Sugar,andrewplummer/Sugar,3932,Tokyo,jp,"JavaScript,HTML,CSS",JavaScript,3224,https://api.github.com/users/andrewplummer,https://api.github.com/repos/andrewplummer/Sugar/languages,https://api.github.com/repos/andrewplummer/Sugar/contributors
hirak,prestissimo,hirak/prestissimo,3917,Japan,jp,"PHP,JavaScript,HTML",PHP,466,https://api.github.com/users/hirak,https://api.github.com/repos/hirak/prestissimo/languages,https://api.github.com/repos/hirak/prestissimo/contributors
ninjinkun,NJKWebViewProgress,ninjinkun/NJKWebViewProgress,3912,"Tokyo, Kyoto",jp,"Objective-C,Ruby",Objective-C,81,https://api.github.com/users/ninjinkun,https://api.github.com/repos/ninjinkun/NJKWebViewProgress/languages,https://api.github.com/repos/ninjinkun/NJKWebViewProgress/contributors
marcan,takeover.sh,marcan/takeover.sh,3713,"Shibuya, Tokyo, Japan",jp,"Shell,C",Shell,9,https://api.github.com/users/marcan,https://api.github.com/repos/marcan/takeover.sh/languages,https://api.github.com/repos/marcan/takeover.sh/contributors
tekezo,Karabiner,tekezo/Karabiner,3654,Japan,jp,"C++,Objective-C,Shell,Makefile,C,Ruby,AppleScript",C++,10697,https://api.github.com/users/tekezo,https://api.github.com/repos/tekezo/Karabiner/languages,https://api.github.com/repos/tekezo/Karabiner/contributors
BYVoid,Batsh,BYVoid/Batsh,3592,"Tokyo, Japan",jp,"OCaml,Batchfile,Shell,Standard ML,Makefile,JavaScript",OCaml,295,https://api.github.com/users/BYVoid,https://api.github.com/repos/BYVoid/Batsh/languages,https://api.github.com/repos/BYVoid/Batsh/contributors
blivesta,animsition,blivesta/animsition,3559,Tokyo,jp,"CSS,JavaScript,HTML",CSS,451,https://api.github.com/users/blivesta,https://api.github.com/repos/blivesta/animsition/languages,https://api.github.com/repos/blivesta/animsition/contributors
kitao,pyxel,kitao/pyxel,3537,"Tokyo, Japan",jp,"Python,Shell",Python,545,https://api.github.com/users/kitao,https://api.github.com/repos/kitao/pyxel/languages,https://api.github.com/repos/kitao/pyxel/contributors
wasabeef,Blurry,wasabeef/Blurry,3523,"Tokyo, Japan",jp,Java,Java,94,https://api.github.com/users/wasabeef,https://api.github.com/repos/wasabeef/Blurry/languages,https://api.github.com/repos/wasabeef/Blurry/contributors
yoavlt,LiquidFloatingActionButton,yoavlt/LiquidFloatingActionButton,3389,Japan,jp,"Swift,Shell,Ruby,Objective-C",Swift,79,https://api.github.com/users/yoavlt,https://api.github.com/repos/yoavlt/LiquidFloatingActionButton/languages,https://api.github.com/repos/yoavlt/LiquidFloatingActionButton/contributors
yujiosaka,headless-chrome-crawler,yujiosaka/headless-chrome-crawler,3287,"Tokyo, Japan",jp,JavaScript,JavaScript,763,https://api.github.com/users/yujiosaka,https://api.github.com/repos/yujiosaka/headless-chrome-crawler/languages,https://api.github.com/repos/yujiosaka/headless-chrome-crawler/contributors
franciscop,server,franciscop/server,3190,"Tokyo, Japan",jp,"JavaScript,HTML",JavaScript,568,https://api.github.com/users/franciscop,https://api.github.com/repos/franciscop/server/languages,https://api.github.com/repos/franciscop/server/contributors
okmr-d,DOFavoriteButton,okmr-d/DOFavoriteButton,3122,"Tokyo, Japan",jp,"Swift,Ruby,Objective-C",Swift,40,https://api.github.com/users/okmr-d,https://api.github.com/repos/okmr-d/DOFavoriteButton/languages,https://api.github.com/repos/okmr-d/DOFavoriteButton/contributors
cambecc,earth,cambecc/earth,3070,"Tokyo, Japan",jp,"JavaScript,HTML,CSS",JavaScript,275,https://api.github.com/users/cambecc,https://api.github.com/repos/cambecc/earth/languages,https://api.github.com/repos/cambecc/earth/contributors
