owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
theanalyst,awesome-distributed-systems,theanalyst/awesome-distributed-systems,1775,"NÌ_rnberg, Germany",de,,,72,https://api.github.com/users/theanalyst,https://api.github.com/repos/theanalyst/awesome-distributed-systems/languages,https://api.github.com/repos/theanalyst/awesome-distributed-systems/contributors
dominikh,go-tools,dominikh/go-tools,1774,Germany,de,"Go,Emacs Lisp",Go,885,https://api.github.com/users/dominikh,https://api.github.com/repos/dominikh/go-tools/languages,https://api.github.com/repos/dominikh/go-tools/contributors
Cosmo,TinyConsole,Cosmo/TinyConsole,1772,"Munich, Germany",de,"Swift,Ruby,Objective-C",Swift,82,https://api.github.com/users/Cosmo,https://api.github.com/repos/Cosmo/TinyConsole/languages,https://api.github.com/repos/Cosmo/TinyConsole/contributors
martin-ger,esp_wifi_repeater,martin-ger/esp_wifi_repeater,1756,"Wiesbaden, Germany",de,"C,Makefile,C++",C,303,https://api.github.com/users/martin-ger,https://api.github.com/repos/martin-ger/esp_wifi_repeater/languages,https://api.github.com/repos/martin-ger/esp_wifi_repeater/contributors
keremciu,sketch-iconfont,keremciu/sketch-iconfont,1745,Berlin,de,JavaScript,JavaScript,270,https://api.github.com/users/keremciu,https://api.github.com/repos/keremciu/sketch-iconfont/languages,https://api.github.com/repos/keremciu/sketch-iconfont/contributors
i-schuetz,SwiftCharts,i-schuetz/SwiftCharts,1738,"Berlin, Germany",de,"Swift,HTML,Ruby,Objective-C",Swift,643,https://api.github.com/users/i-schuetz,https://api.github.com/repos/i-schuetz/SwiftCharts/languages,https://api.github.com/repos/i-schuetz/SwiftCharts/contributors
drublic,css-modal,drublic/css-modal,1736,"Cologne, Germany",de,"JavaScript,CSS,HTML",JavaScript,610,https://api.github.com/users/drublic,https://api.github.com/repos/drublic/css-modal/languages,https://api.github.com/repos/drublic/css-modal/contributors
10-Mar,fancytree,mar10/fancytree,1730,LÌ_beck / Germany,de,"JavaScript,CSS,HTML,CoffeeScript",JavaScript,1636,https://api.github.com/users/mar10,https://api.github.com/repos/mar10/fancytree/languages,https://api.github.com/repos/mar10/fancytree/contributors
freach,kubernetes-security-best-practice,freach/kubernetes-security-best-practice,1728,"Karlsruhe, Germany",de,,,40,https://api.github.com/users/freach,https://api.github.com/repos/freach/kubernetes-security-best-practice/languages,https://api.github.com/repos/freach/kubernetes-security-best-practice/contributors
evnaz,ENSwiftSideMenu,evnaz/ENSwiftSideMenu,1722,"Frankfurt, Germany",de,"Swift,Objective-C,Ruby",Swift,248,https://api.github.com/users/evnaz,https://api.github.com/repos/evnaz/ENSwiftSideMenu/languages,https://api.github.com/repos/evnaz/ENSwiftSideMenu/contributors
matthiasn,talk-transcripts,matthiasn/talk-transcripts,1722,"Hamburg & Berlin, Germany",de,,,335,https://api.github.com/users/matthiasn,https://api.github.com/repos/matthiasn/talk-transcripts/languages,https://api.github.com/repos/matthiasn/talk-transcripts/contributors
floragunncom,search-guard,floragunncom/search-guard,1718,Berlin,de,"Java,Shell,Batchfile",Java,1190,https://api.github.com/users/floragunncom,https://api.github.com/repos/floragunncom/search-guard/languages,https://api.github.com/repos/floragunncom/search-guard/contributors
ascribe,image-match,ascribe/image-match,1713,Berlin,de,"Python,Dockerfile",Python,498,https://api.github.com/users/ascribe,https://api.github.com/repos/ascribe/image-match/languages,https://api.github.com/repos/ascribe/image-match/contributors
mavam,stat-cookbook,mavam/stat-cookbook,1713,"Hamburg, Germany",de,"TeX,R,Makefile",TeX,223,https://api.github.com/users/mavam,https://api.github.com/repos/mavam/stat-cookbook/languages,https://api.github.com/repos/mavam/stat-cookbook/contributors
dloss,python-pentest-tools,dloss/python-pentest-tools,1708,Munich,de,,,41,https://api.github.com/users/dloss,https://api.github.com/repos/dloss/python-pentest-tools/languages,https://api.github.com/repos/dloss/python-pentest-tools/contributors
SAP,openui5,SAP/openui5,1706,"Walldorf, Germany",de,"JavaScript,HTML,CSS,Java,Gherkin",JavaScript,41048,https://api.github.com/users/SAP,https://api.github.com/repos/SAP/openui5/languages,https://api.github.com/repos/SAP/openui5/contributors
gouthampradhan,leetcode,gouthampradhan/leetcode,1704,"Frankfurt, Germany",de,Java,Java,371,https://api.github.com/users/gouthampradhan,https://api.github.com/repos/gouthampradhan/leetcode/languages,https://api.github.com/repos/gouthampradhan/leetcode/contributors
